Id,Timestamp,Elaboration,Emotion,MeetingHours,Platform,PrivateElaboration,Reactions,Selection,SlackMessageId,SlackOrgId,SlackTeamId,SlackUserId
a05ec14c7cf54031adc863e69600ae3a,1645740819.1630600000000000000000,"I throw myself into work and then check twitter for a second and all the day to day stuff feels so minuscule in the grand scheme of what's going on, sigh",sad,null,slack,null,"{""UQ3QMNZ4M"":{""S"":"":cry:""},""U02UB0BTJES"":{""S"":"":cry:""},""UQ6157D2S"":{""S"":"":cry:""}}",yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ5L65QKZ
1bdc973051af48daa51a20783812f9fe,1645741532.6949700000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
82813be5a35547858ad727dfedb5d08d,1645741532.6949700000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
96d9207639c2463d9997420075a578d5,1645741532.6949700000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
e585a7a8a9c349b09d17be7122d14118,1645741532.6949700000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
039dc2b19323493281f6f3a09b96ff56,1645741532.6949700000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
922e2e667917419085a914a96aad5a8c,1645741532.6949700000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
faf3cc5c0daa421498908ec6ce168520,1645741532.6949700000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
83fc016144b24d44b492f62a80802989,1645741551.6481800000000000000000,,nothing_out_of_the_ordinary,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,U022ZAGPHU1
3e52434d8b2c46f791f11bed988bf4a8,1645741551.6481800000000000000000,,nothing_out_of_the_ordinary,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,U022ZAGPHU1
612434d3236c4abdabc19611f6bb1274,1645741719.2317500000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
004039c298564d8d91307f4f899eca84,1645741719.2317500000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
591fac27be95412b950d748b89a3d325,1645741719.2317500000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
c9b9fb9ecdbe4a71bbc9cba06b13310e,1645741719.2317500000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
73439b8eb05e40a4920f94748d140f73,1645741719.2317500000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
675bd4fa63854f3eaba5c47a55b67831,1645741719.2317500000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
154053c5ae4549de924c81d1d4544f68,1645741719.2317500000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
875ec90f6d0a467a8490b973a70b7cb0,1645741828.8738400000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
843aa73edaa3498791e64ee04dbe2130,1645741828.8738400000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
8898ce92e2324c9bb518041e5e4c6c13,1645741828.8738400000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
beb94b82050047f3844343d99739cf1a,1645741828.8738400000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
db8203145d6a49a2a20f6f5573b6d890,1645741828.8738400000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
3e80f9f9b6824f98a01f3f8c4830b517,1645741828.8738400000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
5a91928f2fec4d69b4a8cc1d7484ffcb,1645741828.8738400000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
11a398a824a941cf85d01fc1cf2c131a,1645743444.88420000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
18453ad1686040a7818a3e5ac2c3e6be,1645743444.88420000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
137704d615bc402492ac1e4dfeb3099c,1645743444.88420000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
464ef6a5c82f49358a89116437a2ac0c,1645743444.88420000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
0e8214e318ea4bc29e3928c8327a8258,1645743444.88420000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
73bcca99d3c949e6808792bc4a8353d0,1645743444.88420000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
261d070216454ee785f89171732523f8,1645743444.88420000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
986951960cb244c9bc86cd7c4967338b,1645743480.601670000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
9ad888a5e74e4b9aa77fdc42c49260dc,1645743480.601670000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
d6d6438db2704718971ddad0a5a3fd9b,1645743480.601670000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
81db3867196b40449f2390c2539a912b,1645743480.601670000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
db519f6b4dbc41878200b68d3622abc4,1645743480.601670000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
22756f918f2d4ab0a195d3adb3a4d41a,1645743480.601670000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
b2656ce960954ca5b4381d52099dd9d9,1645743480.601670000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
9dce35a1509244d4a5ce2b6cab18a319,1645743562.49724000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
4e833435e68e4703bc03c3d075e4f49e,1645743562.49724000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
5d2b9ccefd894a0f9e855f8ed5fe069b,1645743562.49724000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
5cf133121d9c444689959fb9d44dc1ec,1645743562.49724000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
18097f8ff0fb48d6ad820b8029fa125a,1645743562.49724000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
bb468775c6dc4ddf83d4406a0115169b,1645743562.49724000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
24e2ee20d93d420dabacc12dc711ec43,1645743562.49724000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
3afd490ff70e42a78c47bcc9b77372e6,1645743743.4917900000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
3970a85f1dde4f7891f7efa93056a920,1645743743.4917900000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
213b5c83c5e748cd93ccf22804383488,1645743743.4917900000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
9ae4d813becf4990a2b1263de1977370,1645743743.4917900000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
62b08f333ea74080b3ea12da523ae8ae,1645743743.4917900000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
8064474d13d94e0e95381c2d67be6d38,1645743743.4917900000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
d772307ee6b847d688fa6ee5abfa4096,1645743743.4917900000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
c442cf81eef84b87927d4ef338f7d144,1645743769.12175000000000000000,,tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&2,UQ3QMNZ4M
024e2bd42d2741dd9ab4b4e57163ca69,1645743769.12175000000000000000,,tired,null,slack,null,null,yellow,null,TQ3QD783A,U01URC62FJL&0,UQ3QMNZ4M
8157d034fe6e4f7386f7b22e427367cc,1645743769.12175000000000000000,,tired,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
c35c7cfcaed94df0a2741445dcf9950e,1645743769.12175000000000000000,,tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&0,UQ3QMNZ4M
9174142125fc4c088ea8d2847f01c7c4,1645743769.12175000000000000000,,tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ3QMNZ4M&1,UQ3QMNZ4M
660f9e3444c045c29d0f8c4e244a1434,1645743769.12175000000000000000,,tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&1,UQ3QMNZ4M
9572090e15504a2ab3560a2450793865,1645743769.12175000000000000000,,tired,null,slack,null,null,yellow,null,TQ3QD783A,UQ5L65QKZ&0,UQ3QMNZ4M
6e116aae00344a63aee50d8645a848b6,1645743791.4073000000000000000,,,null,slack,null,null,yellow,null,TQ3QD783A,U02SGN4NB9S&0,UQ3QMNZ4M
